Date,Close_AAPL,Close_AMZN,Close_GOOGL,Close_MSFT,Close_NVDA,High_AAPL,High_AMZN,High_GOOGL,High_MSFT,High_NVDA,Low_AAPL,Low_AMZN,Low_GOOGL,Low_MSFT,Low_NVDA,Open_AAPL,Open_AMZN,Open_GOOGL,Open_MSFT,Open_NVDA,Volume_AAPL,Volume_AMZN,Volume_GOOGL,Volume_MSFT,Volume_NVDA
2010-01-04,6.440329551696777,6.695000171661377,15.6098051071167,23.254051208496094,0.4238836467266083,6.455075347440217,6.83050012588501,15.678546324978306,23.366752298143066,0.4268639021763767,6.391277079556666,6.6570000648498535,15.54729212358865,22.98356744688568,0.4151721413075756,6.42287527069158,6.8125,15.614786175964994,23.006108238043918,0.42434214125839825,493729600,151998000,78169752,38409100,800204000
2010-01-05,6.451465129852295,6.734499931335449,15.541064262390137,23.26155662536621,0.43007344007492065,6.48787840981577,6.77400016784668,15.636952681575654,23.36674552052207,0.4346584402797401,6.417458990809972,6.5904998779296875,15.480045222123497,23.02112732170429,0.4222789233294735,6.458085872315779,6.671500205993652,15.620514585503575,23.178909947902234,0.4222789233294735,601904800,177038000,120067812,49749600,728648000
2010-01-06,6.348846912384033,6.612500190734863,15.149293899536133,23.11880874633789,0.4328242838382721,6.477045767122851,6.736499786376953,15.587638382126233,23.351724516827602,0.43374127262804707,6.342226169002906,6.582499980926514,15.101972798128717,22.930973123958946,0.42571752506689986,6.45146602403412,6.730000019073486,15.587638382126233,23.20145544569562,0.4298440292783822,552160000,143576000,158988852,58182400,649168000
2010-01-07,6.337108612060547,6.5,14.796624183654785,22.878376007080078,0.4243420660495758,6.379842091769813,6.616000175476074,15.192629557395431,23.06621160177508,0.4323658419131967,6.2910655648346605,6.440000057220459,14.76051143817071,22.68302681662865,0.421132577567128,6.372318521082825,6.600500106811523,15.17768540323104,23.01361643148012,0.4305318367823334,477131200,220604000,256315428,50559700,547792000
2010-01-08,6.379241943359375,6.676000118255615,14.993881225585938,23.036165237426758,0.42525920271873474,6.379844231009115,6.684000015258789,15.024514607804292,23.201460102390115,0.4282394584843439,6.291369420820416,6.451499938964844,14.672344134111194,22.72060127117136,0.4183817020267559,6.3286847367688495,6.5279998779296875,14.744322853674667,22.750655664658712,0.42090343588322643,447610800,196610000,188783028,51197400,478168000
2010-01-11,6.322965621948242,6.515500068664551,14.971216201782227,22.743141174316406,0.4192987084388733,6.409935689947668,6.639999866485596,15.054650996229643,23.111298881663412,0.4293857262660445,6.2730099152447485,6.4604997634887695,14.79513049733118,22.630440069303617,0.4133381966624195,6.403916833286323,6.63100004196167,15.054650996229643,23.073730891277616,0.42755172054030793,462229600,175588000,288227484,68754700,556612000
2010-01-12,6.251042366027832,6.367499828338623,14.706466674804688,22.592864990234375,0.40508508682250977,6.312734855829747,6.491000175476074,14.89774426759556,22.840807916697454,0.41471360772727794,6.211920995111912,6.327499866485596,14.644699714848494,22.472650324862695,0.396373582223733,6.295279766151516,6.44950008392334,14.885041973004633,22.652972322920217,0.4131088633527343,594459600,181926000,193937868,65912100,627432000
2010-01-13,6.33921480178833,6.45550012588501,14.622035026550293,22.80324363708496,0.41058704257011414,6.347641200412679,6.485499858856201,14.654163298564356,22.930971910868468,0.4119625531633763,6.142102485846587,6.287499904632568,14.293525580763735,22.54778708951795,0.39201778620481975,6.255555513710475,6.394999980926514,14.358031747702928,22.735622701960047,0.40783604871233875,605892000,214464000,259604136,51863500,508868000
2010-01-14,6.302502632141113,6.367499828338623,14.690775871276855,23.26155662536621,0.4041680097579956,6.3334993476765185,6.519000053405762,14.799116964638577,23.36674552052207,0.4085237474436868,6.290164375580031,6.320000171661377,14.515438074040974,22.735617881873683,0.3972905119413798,6.322966748435532,6.456999778747559,14.542585278543342,22.773184423168974,0.4055435202528176,432894000,195498000,169434396,63228100,608524000
2010-01-15,6.197174549102783,6.35699987411499,14.445451736450195,23.186429977416992,0.39224711060523987,6.367805536404338,6.482500076293945,14.783176343503463,23.471939496481504,0.40462662682575173,6.195368891923551,6.353000164031982,14.39663479736933,23.07372745611081,0.38697435521476753,6.34764236456958,6.459000110626221,14.777696029186723,23.351724811288857,0.4011878768748465,594067600,307530000,217162620,79913200,818192000
2010-01-19,6.47132682800293,6.380499839782715,14.635234832763672,23.36675453186035,0.3995831310749054,6.475840970783041,6.400000095367432,14.704971691979663,23.471942034509855,0.4021048646335171,6.236597430330016,6.2164998054504395,14.353050840248361,23.05119059083961,0.38812060394676456,6.269398995820248,6.315499782562256,14.475339492221943,23.10378434216436,0.3892668539267031,730007600,177852000,172495332,46575700,545328000
2010-01-20,6.371718406677246,6.289000034332275,14.45566177368164,22.983562469482422,0.39797842502593994,6.486675377139207,6.460000038146973,14.594387561293683,23.246532577090335,0.3995831971261274,6.30460934710422,6.254000186920166,14.328144338737296,22.773186096781732,0.38926691827264115,6.467415433833856,6.356500148773193,14.594387561293683,23.148857269629666,0.3945396745176978,612152800,181494000,129897972,54849500,719728000
2010-01-21,6.2615742683410645,6.330999851226807,14.519671440124512,22.547788619995117,0.390871524810791,6.419265113196395,6.40749979019165,14.615310233793883,23.081241107665292,0.40485578188581367,6.235693985875178,6.25,14.252430659457453,22.540275023018793,0.3872035148908266,6.382250346663958,6.36299991607666,14.531128467221322,22.998594407069913,0.3977490229141632,608154400,199412000,252055692,73086700,608632000
